event_name,date,location,url
UFC 251: Usman vs. Masvidal,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/dbd198f780286aca
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c32eab6c2119e989
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2eab7a6c8b0ed8cc
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/1e13936d708bcff7
UFC 250: Nunes vs. Spencer,"June 06, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4c12aa7ca246e7a4
UFC Fight Night: Woodley vs. Burns,"May 30, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/14b9e0f2679a2205
UFC Fight Night: Overeem vs. Harris,"May 16, 2020","Jacksonville, Florida, USA",http://www.ufcstats.com/event-details/dfb965c9824425db
UFC Fight Night: Smith vs. Teixeira,"May 13, 2020","Jacksonville, Florida, USA",http://www.ufcstats.com/event-details/5f8e00c27b7e7410
UFC 249: Ferguson vs. Gaethje,"May 09, 2020","Jacksonville, Florida, USA",http://www.ufcstats.com/event-details/898337ef520fe4d3
UFC Fight Night: Lee vs. Oliveira,"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://www.ufcstats.com/event-details/53278852bcd91e11
UFC 248: Adesanya vs. Romero,"March 07, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/0b5b6876c2a4723f
UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020","Norfolk, Virginia, USA",http://www.ufcstats.com/event-details/fc9a9559a05f2704
UFC Fight Night: Felder vs. Hooker,"February 22, 2020","Auckland, New Zealand",http://www.ufcstats.com/event-details/33b2f68ef95252e0
UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020","Rio Rancho, New Mexico, USA",http://www.ufcstats.com/event-details/5df17b3620145578
UFC 247: Jones vs. Reyes,"February 08, 2020","Houston, Texas, USA",http://www.ufcstats.com/event-details/b26d3e3746fb4024
UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020","Raleigh, North Carolina, USA",http://www.ufcstats.com/event-details/44aa652b181bcf68
UFC 246: McGregor vs. Cowboy,"January 18, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/0c1773639c795466
UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019","Busan, South Korea",http://www.ufcstats.com/event-details/74fefd43f073cd2f
UFC 245: Usman vs. Covington,"December 14, 2019","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4565d435005319c0
UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019","Washington, DC, USA",http://www.ufcstats.com/event-details/b09890ba7ce1d1e2
UFC Fight Night: Blachowicz vs. Jacare,"November 16, 2019","Sao Paulo, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/81ca2c245b19b3c5
UFC Fight Night: Zabit vs. Kattar,"November 09, 2019","Moscow, Moscow, Russia",http://www.ufcstats.com/event-details/8d5daf67983b65ba
UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",http://www.ufcstats.com/event-details/fd87b1bbfcde9d5e
UFC Fight Night: Maia vs. Askren,"October 26, 2019","Kallang, Singapore",http://www.ufcstats.com/event-details/df05aa15b2d66f57
UFC Fight Night: Reyes vs. Weidman,"October 18, 2019","Boston, Massachusetts, USA",http://www.ufcstats.com/event-details/3ae10ac4df3df05c
UFC Fight Night: Joanna vs. Waterson,"October 12, 2019","Tampa, Florida, USA",http://www.ufcstats.com/event-details/0941df56f6ac954b
UFC 243: Whittaker vs. Adesanya,"October 05, 2019","Melbourne, Victoria, Australia",http://www.ufcstats.com/event-details/3cf68c1d17f66af7
UFC Fight Night: Hermansson vs. Cannonier,"September 28, 2019","Copenhagen, Denmark",http://www.ufcstats.com/event-details/1bf49bf829964144
UFC Fight Night: Rodriguez vs. Stephens,"September 21, 2019","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/event-details/94a5aaf573f780ad
UFC Fight Night: Cowboy vs. Gaethje,"September 14, 2019","Vancouver, British Columbia, Canada",http://www.ufcstats.com/event-details/4834ff149dc9542a
UFC 242: Khabib vs. Poirier,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/a79bfbc01b2264d6
UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China",http://www.ufcstats.com/event-details/2c104b7e59a72629
UFC 241: Cormier vs. Miocic 2,"August 17, 2019","Anaheim, California, USA",http://www.ufcstats.com/event-details/70167689d6a01793
UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay",http://www.ufcstats.com/event-details/e5d03e4d966126bd
UFC Fight Night: Covington vs. Lawler,"August 03, 2019","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/03da33a102d9a45f
UFC 240: Holloway vs. Edgar,"July 27, 2019","Edmonton, Alberta, Canada",http://www.ufcstats.com/event-details/abcf7e55a0a9ed89
UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",http://www.ufcstats.com/event-details/9e0f28d1f639ad73
UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",http://www.ufcstats.com/event-details/2f8f3c69522db931
UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/6c9383ffab2725a5
UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",http://www.ufcstats.com/event-details/c0c1bc0766df4c00
UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019","Greenville, South Carolina, USA",http://www.ufcstats.com/event-details/b16a7e6a627e9789
UFC 238: Cejudo vs. Moraes,"June 08, 2019","Chicago, Illinois, USA",http://www.ufcstats.com/event-details/e31502e3f79d00c5
UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019","Stockholm, Sweden",http://www.ufcstats.com/event-details/cbc071cb20ea59c7
UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019","Rochester, New York, USA",http://www.ufcstats.com/event-details/6b8f28da9a483049
UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/9de7c97e1c0d7927
UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",http://www.ufcstats.com/event-details/351264d11286d09a
UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA",http://www.ufcstats.com/event-details/c912f676692c353a
UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",http://www.ufcstats.com/event-details/7dcf06c1967801c1
UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA",http://www.ufcstats.com/event-details/b0550072e5f0afa7
UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA",http://www.ufcstats.com/event-details/9649d75defe0dedb
UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA",http://www.ufcstats.com/event-details/487c170da059857d
UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom",http://www.ufcstats.com/event-details/80eacd4da0617c57
UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",http://www.ufcstats.com/event-details/e96d8538d3f9d0ed
UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2d5fbe2103f97053
UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",http://www.ufcstats.com/event-details/6546af7ab545b90c
UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",http://www.ufcstats.com/event-details/a7a79b8efbceaaac
UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",http://www.ufcstats.com/event-details/b5882371e2a3900d
UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",http://www.ufcstats.com/event-details/84283233ec42be5f
UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",http://www.ufcstats.com/event-details/d4da8995fc91e7ef
UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",http://www.ufcstats.com/event-details/c046100aea0dba9a
UFC Fight Night: Lee vs. Iaquinta,"December 15, 2018","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/event-details/7a703c565ccaa18f
UFC 231: Holloway vs. Ortega,"December 08, 2018","Toronto, Ontario, Canada",http://www.ufcstats.com/event-details/2a74bbba57058f12
UFC Fight Night: Dos Santos vs. Tuivasa,"December 01, 2018","Adelaide, South Australia, Australia",http://www.ufcstats.com/event-details/d1d20e651e6cbc02
The Ultimate Fighter: Heavy Hitters Finale,"November 30, 2018","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c7ac79839e86ce33
UFC Fight Night: Blaydes vs. Ngannou 2,"November 24, 2018","Beijing, China",http://www.ufcstats.com/event-details/de25520d54eab12d
UFC Fight Night: Magny vs. Ponzinibbio,"November 17, 2018","Buenos Aires, Buenos Aires, Argentina",http://www.ufcstats.com/event-details/aa3153a9941b4d44
UFC Fight Night: Korean Zombie vs. Rodriguez,"November 10, 2018","Denver, Colorado, USA",http://www.ufcstats.com/event-details/42c96a9c4802e2e1
UFC 230: Cormier vs. Lewis,"November 03, 2018","New York City, New York, USA",http://www.ufcstats.com/event-details/20821819c401ced8
UFC Fight Night: Oezdemir vs. Smith,"October 27, 2018","Moncton, New Brunswick, Canada",http://www.ufcstats.com/event-details/33a331684283900f
UFC 229: Khabib vs. McGregor,"October 06, 2018","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/1ef0eae31904e534
UFC Fight Night: Marreta vs. Anders,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/852454c572675334
UFC Fight Night: Hunt vs. Oleinik,"September 15, 2018","Moscow, Moscow, Russia",http://www.ufcstats.com/event-details/8d49545dadf9b919
UFC 228: Woodley vs. Till,"September 08, 2018","Dallas, Texas, USA",http://www.ufcstats.com/event-details/d5ae8074631762fc
UFC Fight Night: Gaethje vs. Vick,"August 25, 2018","Lincoln, Nebraska, USA",http://www.ufcstats.com/event-details/c0342805a1948cbb
UFC 227: Dillashaw vs. Garbrandt 2,"August 04, 2018","Los Angeles, California, USA",http://www.ufcstats.com/event-details/03b1e846b09f721d
UFC Fight Night: Alvarez vs. Poirier 2,"July 28, 2018","Calgary, Alberta, Canada",http://www.ufcstats.com/event-details/322a56923b396b4d
UFC Fight Night: Shogun vs. Smith,"July 22, 2018","Hamburg, Hamburg, Germany",http://www.ufcstats.com/event-details/4f732e58ed907eff
UFC Fight Night: Dos Santos vs. Ivanov,"July 14, 2018","Boise, Idaho, USA",http://www.ufcstats.com/event-details/b45d6b73f4ca4467
UFC 226: Miocic vs. Cormier,"July 07, 2018","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/35585d970300d45a
The Ultimate Fighter: Undefeated Finale,"July 06, 2018","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/8215e4fe24e8e81b
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018","Kallang, Singapore",http://www.ufcstats.com/event-details/ac5f67109accb482
UFC 225: Whittaker vs. Romero 2,"June 09, 2018","Chicago, Illinois, USA",http://www.ufcstats.com/event-details/2eae41f61776c60f
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018","Utica, New York, USA",http://www.ufcstats.com/event-details/d29b5c4f22c6357d
UFC Fight Night: Thompson vs. Till,"May 27, 2018","Liverpool, England, United Kingdom",http://www.ufcstats.com/event-details/f5990c11974d8e9c
UFC Fight Night: Maia vs. Usman,"May 19, 2018","Santiago, Chile",http://www.ufcstats.com/event-details/3144121470023e9a
UFC 224: Nunes vs. Pennington,"May 12, 2018","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/67ec58d7cf599835
UFC Fight Night: Barboza vs. Lee,"April 21, 2018","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/ad99fa5325519169
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018","Glendale, Arizona, USA",http://www.ufcstats.com/event-details/620be7e0712d431b
UFC 223: Khabib vs. Iaquinta,"April 07, 2018","Brooklyn, New York, USA",http://www.ufcstats.com/event-details/49e7e05f902479ca
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018","London, England, United Kingdom",http://www.ufcstats.com/event-details/eed2b71d77d95416
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/7929be8290289a47
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018","Orlando, Florida, USA",http://www.ufcstats.com/event-details/daa89f01e1c0f42a
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018","Austin, Texas, USA",http://www.ufcstats.com/event-details/d181689653115b6a
UFC 221: Romero vs. Rockhold,"February 10, 2018","Perth, Western Australia, Australia",http://www.ufcstats.com/event-details/15515e797aedc137
UFC Fight Night: Machida vs. Anders,"February 03, 2018","Belem, Para, Brazil",http://www.ufcstats.com/event-details/7cf20446453f852b
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018","Charlotte, North Carolina, USA",http://www.ufcstats.com/event-details/602bb270f2bdbf02
UFC 220: Miocic vs. Ngannou,"January 20, 2018","Boston, Massachusetts, USA",http://www.ufcstats.com/event-details/02177caefe7c07d4
UFC Fight Night: Stephens vs. Choi,"January 14, 2018","St. Louis, Missouri, USA",http://www.ufcstats.com/event-details/fc1868f56d3036eb
UFC 219: Cyborg vs. Holm,"December 30, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/04076783ca83d6ae
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017","Winnipeg, Manitoba, Canada",http://www.ufcstats.com/event-details/eaa0a728cc91ef60
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017","Fresno, California, USA",http://www.ufcstats.com/event-details/bcd124bcd3d5be46
UFC 218: Holloway vs. Aldo 2,"December 02, 2017","Detroit, Michigan, USA",http://www.ufcstats.com/event-details/9e30f69cc0869301
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/30e8b4505f5ccf92
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017","Shanghai, Hebei, China",http://www.ufcstats.com/event-details/e7bc606d269896aa
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017","Sydney, New South Wales, Australia",http://www.ufcstats.com/event-details/caced97768818230
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017","Norfolk, Virginia, USA",http://www.ufcstats.com/event-details/d856a0080ac09ed7
UFC 217: Bisping vs. St-Pierre,"November 04, 2017","New York City, New York, USA",http://www.ufcstats.com/event-details/a25b71fe5e31fa97
UFC Fight Night: Brunson vs. Machida,"October 28, 2017","Sao Paulo, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/a7724f51e32e763e
UFC Fight Night: Cerrone vs. Till,"October 21, 2017","Gdansk, Poland",http://www.ufcstats.com/event-details/d6b68eaf4b68b160
UFC 216: Ferguson vs. Lee,"October 07, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/cc5834a495d1ea08
UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017","Saitama, Saitama, Japan",http://www.ufcstats.com/event-details/9211aae062b799d6
UFC Fight Night: Rockhold vs. Branch,"September 16, 2017","Pittsburgh, Pennsylvania, USA",http://www.ufcstats.com/event-details/1979c80150f630c4
UFC 215: Nunes vs Shevchenko 2,"September 09, 2017","Edmonton, Alberta, Canada",http://www.ufcstats.com/event-details/d86e913c548c07c2
UFC Fight Night: Volkov vs. Struve,"September 02, 2017","Rotterdam, Zuid-Holland, Netherlands",http://www.ufcstats.com/event-details/a3244e3238541482
UFC Fight Night: Pettis vs. Moreno,"August 05, 2017","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/event-details/f4a031ac205ac580
UFC 214: Cormier vs. Jones 2,"July 29, 2017","Anaheim, California, USA",http://www.ufcstats.com/event-details/ff9578cdbfabd323
UFC Fight Night: Weidman vs. Gastelum,"July 22, 2017","Uniondale, New York, USA",http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
UFC Fight Night: Nelson vs. Ponzinibbio,"July 16, 2017","Glasgow, Scotland, United Kingdom",http://www.ufcstats.com/event-details/d7907a9a968e4d29
UFC 213: Romero vs. Whittaker,"July 08, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/686cccbf1a4de453
The Ultimate Fighter: Redemption Finale,"July 07, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/23bd78c3f89bdb54
UFC Fight Night: Chiesa vs. Lee,"June 25, 2017","Oklahoma City, Oklahoma, USA",http://www.ufcstats.com/event-details/99bf06f20491cb54
UFC Fight Night: Holm vs. Correia,"June 17, 2017","Kallang, Singapore",http://www.ufcstats.com/event-details/353de740bb6c7e75
UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand",http://www.ufcstats.com/event-details/90e7447d8b7f3f35
UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/1507214bbc7a79e2
UFC Fight Night: Gustafsson vs. Teixeira,"May 28, 2017","Stockholm, Sweden",http://www.ufcstats.com/event-details/1c7cce2f5c17160d
UFC 211: Miocic vs. Dos Santos,"May 13, 2017","Dallas, Texas, USA",http://www.ufcstats.com/event-details/5df10509264586e5
UFC Fight Night: Swanson vs. Lobov,"April 22, 2017","Nashville, Tennessee, USA",http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
UFC on FOX: Johnson vs. Reis,"April 15, 2017","Kansas City, Missouri, USA",http://www.ufcstats.com/event-details/ed069a95aaaf4f56
UFC 210: Cormier vs. Johnson 2,"April 08, 2017","Buffalo, New York, USA",http://www.ufcstats.com/event-details/e7bfdb5e0112891e
UFC Fight Night: Manuwa vs. Anderson,"March 18, 2017","London, England, United Kingdom",http://www.ufcstats.com/event-details/c0231720fe516994
UFC Fight Night: Belfort vs. Gastelum,"March 11, 2017","Fortaleza, Ceara, Brazil",http://www.ufcstats.com/event-details/47b7e4e60813b7b2
UFC 209: Woodley vs. Thompson 2,"March 04, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/20e403a1acfef130
UFC Fight Night: Lewis vs. Browne,"February 19, 2017","Halifax, Nova Scotia, Canada",http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
UFC 208: Holm vs. De Randamie,"February 11, 2017","Brooklyn, New York, USA",http://www.ufcstats.com/event-details/865aa315ea62c511
UFC Fight Night: Bermudez vs. The Korean Zombie,"February 04, 2017","Houston, Texas, USA",http://www.ufcstats.com/event-details/6a8a06b542e1516d
UFC on FOX: Shevchenko vs. Pena,"January 28, 2017","Denver, Colorado, USA",http://www.ufcstats.com/event-details/4512e46543b960ad
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",http://www.ufcstats.com/event-details/46effbd1135423c5
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4b2390cfaceb91d8
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",http://www.ufcstats.com/event-details/32541eb5d12668b4
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",http://www.ufcstats.com/event-details/6e3282d57d2467a0
UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA",http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
The Ultimate Fighter: Tournament of Champions Finale,"December 03, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
UFC Fight Night: Whittaker vs. Brunson,"November 26, 2016","Melbourne, Victoria, Australia",http://www.ufcstats.com/event-details/73e09f837f3b5ecc
UFC Fight Night: Bader vs. Nogueira,"November 19, 2016","Sao Paulo, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
UFC Fight Night: Mousasi vs. Hall 2,"November 19, 2016","Belfast, Northern Ireland, United Kingdom",http://www.ufcstats.com/event-details/6810d8d2dd557cf9
UFC 205: Alvarez vs McGregor,"November 12, 2016","New York City, New York, USA",http://www.ufcstats.com/event-details/4956f60b7fa57c1a
UFC Fight Night: Dos Anjos vs. Ferguson,"November 05, 2016","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/event-details/6083f497c22cc075
UFC 204: Bisping vs. Henderson,"October 08, 2016","Manchester, England, United Kingdom",http://www.ufcstats.com/event-details/154a6b3ffae264cd
UFC Fight Night: Lineker vs. Dodson,"October 01, 2016","Portland, Oregon, USA",http://www.ufcstats.com/event-details/a196332ee4aa8a82
UFC Fight Night: Cyborg vs. Lansberg,"September 24, 2016","Brasilia, Distrito Federal, Brazil",http://www.ufcstats.com/event-details/e18012194473e8b0
UFC Fight Night: Poirier vs. Johnson,"September 17, 2016","Hidalgo, Texas, USA",http://www.ufcstats.com/event-details/d6455cb4bee503ce
UFC 203: Miocic vs. Overeem,"September 10, 2016","Cleveland, Ohio, USA",http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
UFC Fight Night: Arlovski vs. Barnett,"September 03, 2016","Hamburg, Hamburg, Germany",http://www.ufcstats.com/event-details/2b4faacc16d66898
UFC on FOX: Maia vs. Condit,"August 27, 2016","Vancouver, British Columbia, Canada",http://www.ufcstats.com/event-details/cfbccfed4e4796fe
UFC 202: Diaz vs. McGregor 2,"August 20, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/5da4e8dc02e50ac0
UFC Fight Night: Rodriguez vs. Caceres,"August 06, 2016","Salt Lake City, Utah, USA",http://www.ufcstats.com/event-details/232c582f29f8f65e
UFC 201: Lawler vs. Woodley,"July 30, 2016","Atlanta, Georgia, USA",http://www.ufcstats.com/event-details/72cbe507644a587c
UFC on FOX: Holm vs. Shevchenko,"July 23, 2016","Chicago, Illinois, USA",http://www.ufcstats.com/event-details/8a028648f3f0761d
UFC Fight Night: McDonald vs. Lineker,"July 13, 2016","Sioux Falls, South Dakota, USA",http://www.ufcstats.com/event-details/5e7a28f20927d64a
UFC 200: Tate vs Nunes,"July 09, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/aa5b4eff51bdc7d1
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 08, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/cd42bbe8887bba90
UFC Fight Night: Dos Anjos vs. Alvarez,"July 07, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/45a2ba3ef82b9700
UFC Fight Night: MacDonald vs Thompson,"June 18, 2016","Ottawa, Ontario, Canada",http://www.ufcstats.com/event-details/563d051c9e769b24
UFC 199: Rockhold vs. Bisping 2,"June 04, 2016","Los Angeles, California, USA",http://www.ufcstats.com/event-details/ff4c3ab594c7fac3
UFC Fight Night: Almeida vs Garbrandt,"May 29, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/990060b2a68a7b82
UFC 198: Werdum vs Miocic,"May 14, 2016","Curitiba, Parana, Brazil",http://www.ufcstats.com/event-details/a4bf17bd3ba3423b
UFC Fight Night: Overeem vs Arlovski,"May 08, 2016","Rotterdam, Zuid-Holland, Netherlands",http://www.ufcstats.com/event-details/a314687f372b2cec
UFC 197: Jones vs Saint Preux,"April 23, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3d481aa374c954a1
UFC on FOX: Teixeira vs Evans,"April 16, 2016","Tampa, Florida, USA",http://www.ufcstats.com/event-details/e7e970d508529bf3
