event_name,date,location,url
UFC Live: Hardy vs Lytle,"August 14, 2011","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/event-details/4c8d6fde2dde07c4
UFC 133: Evans vs Ortiz 2,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://www.ufcstats.com/event-details/f1f9e48a0d150757
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/83fd97284f4bb4a4
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",http://www.ufcstats.com/event-details/d023ae89a2a4a41e
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",http://www.ufcstats.com/event-details/aac5ac38148f0528
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3ba3b5cc94498437
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/b732b326c362fb62
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",http://www.ufcstats.com/event-details/2db7fa8db6bc9632
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",http://www.ufcstats.com/event-details/8a59d346dc976a10
UFC 128: Shogun vs Jones,"March 19, 2011","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/1411c630ba711b64
UFC Live: Sanchez vs Kampmann,"March 03, 2011","Louisville, Kentucky, USA",http://www.ufcstats.com/event-details/a54fc2d6fc224dc3
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",http://www.ufcstats.com/event-details/88a9bc81271ccd89
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/65ddc8a9ac4e8531
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",http://www.ufcstats.com/event-details/282fa667ff9c51ed
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/d1152823307d7e7c
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/132f860d02953f4c
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/5d7bdab5e03e3216
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",http://www.ufcstats.com/event-details/dd992d569aaebee6
UFC 122: Marquardt vs Okami,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",http://www.ufcstats.com/event-details/0ff11cc094e887bc
UFC 121: Lesnar vs Velasquez,"October 23, 2010","Anaheim, California, USA",http://www.ufcstats.com/event-details/afdb76fbd86f6d11
UFC 120: Bisping vs Akiyama,"October 16, 2010","London, England, United Kingdom",http://www.ufcstats.com/event-details/d512d9f204059f57
UFC 119: Mir vs Cro Cop,"September 25, 2010","Indianapolis, Indiana, USA",http://www.ufcstats.com/event-details/ad32471f01e7b1a5
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010","Austin, Texas, USA",http://www.ufcstats.com/event-details/acff437707625fc7
UFC 118: Edgar vs Penn 2,"August 28, 2010","Boston, Massachusetts, USA",http://www.ufcstats.com/event-details/054defd5420a551f
UFC 117: Silva vs Sonnen,"August 07, 2010","Oakland, California, USA",http://www.ufcstats.com/event-details/2f3f12002564bb55
UFC Live: Jones vs Matyushenko,"August 01, 2010","San Diego, California, USA",http://www.ufcstats.com/event-details/f12f979b657ab876
UFC 116: Lesnar vs Carwin,"July 03, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/140745cbbcb023ac
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"June 19, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/9bcf8603ceb25680
UFC 115: Liddell vs Franklin,"June 12, 2010","Vancouver, British Columbia, Canada",http://www.ufcstats.com/event-details/cfb65863d5099327
UFC 114: Rampage vs Evans,"May 29, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/bfc2fc38a0e20211
UFC 113: Machida vs Shogun 2,"May 08, 2010","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/d0c29452d3272603
UFC 112: Invincible,"April 10, 2010","Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/24b033b3daf1c9df
UFC Fight Night: Florian vs Gomi,"March 31, 2010","Charlotte, North Carolina, USA",http://www.ufcstats.com/event-details/3ed134d85dfbd7b4
UFC 111: St-Pierre vs Hardy,"March 27, 2010","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/c80095f6092271a7
UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",http://www.ufcstats.com/event-details/3795fca327cbcf23
UFC 110: Nogueira vs Velasquez,"February 20, 2010","Sydney, New South Wales, Australia",http://www.ufcstats.com/event-details/49efbdc6c9f650c4
UFC 109: Relentless,"February 06, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/15edcf67ccf5be84
UFC Fight Night: Maynard vs Diaz,"January 11, 2010","Fairfax, Virginia, USA",http://www.ufcstats.com/event-details/58bc81376286b3d3
UFC 108: Evans vs Silva,"January 02, 2010","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a6d8bfe9e0c8153b
UFC 107: Penn vs Sanchez,"December 12, 2009","Memphis, Tennessee, USA",http://www.ufcstats.com/event-details/821cd80aab70d5f9
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/91d73ee59347ac16
UFC 106: Ortiz vs Griffin 2,"November 21, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/84a067c46306a737
UFC 105: Couture vs Vera,"November 14, 2009","Manchester, England, United Kingdom",http://www.ufcstats.com/event-details/fa8b9e6b0c2269f8
UFC 104: Machida vs Shogun,"October 24, 2009","Los Angeles, California, USA",http://www.ufcstats.com/event-details/7c0847d3854a95f2
UFC 103: Franklin vs Belfort,"September 19, 2009","Dallas, Texas, USA",http://www.ufcstats.com/event-details/896c322f56b8be5a
UFC Fight Night: Diaz vs Guillard,"September 16, 2009","Oklahoma City, Oklahoma, USA",http://www.ufcstats.com/event-details/a8ea84cbe1655f0a
UFC 102: Couture vs Nogueira,"August 29, 2009","Portland, Oregon, USA",http://www.ufcstats.com/event-details/c6a33ff198aaaeeb
UFC 101: Declaration,"August 08, 2009","Philadelphia, Pennsylvania, USA",http://www.ufcstats.com/event-details/48d1f690b763934c
UFC 100,"July 11, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/0ee783aa00e468f0
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4908c5ee68a50ee5
UFC 99: The Comeback,"June 13, 2009","Cologne, North Rhine-Westphalia, Germany",http://www.ufcstats.com/event-details/cb6783c39c01d896
UFC 98: Evans vs Machida,"May 23, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c4b6099f0d25f75e
UFC 97: Redemption,"April 18, 2009","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/1652f3213655b935
UFC Fight Night: Condit vs Kampmann,"April 01, 2009","Nashville, Tennessee, USA",http://www.ufcstats.com/event-details/04d5718ed2661e8c
UFC 96: Jackson vs Jardine,"March 07, 2009","Columbus, Ohio, USA",http://www.ufcstats.com/event-details/29b5791e51e7e832
UFC 95: Sanchez vs Stevenson,"February 21, 2009","London, England, United Kingdom",http://www.ufcstats.com/event-details/7d21de9c6d7c98b2
UFC Fight Night: Lauzon vs Stephens,"February 07, 2009","Tampa, Florida, USA",http://www.ufcstats.com/event-details/d1759b2b7be9be56
UFC 94: St-Pierre vs Penn 2,"January 31, 2009","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2a542ee8a8b83559
UFC 93: Franklin vs Henderson,"January 17, 2009","Dublin, Leinster, Ireland",http://www.ufcstats.com/event-details/68c6cd5287b473a7
UFC 92: The Ultimate 2008,"December 27, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/23ab42947c1990e3
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"December 13, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/ea398c802d9998ee
UFC Fight Night - Fight for the Troops,"December 10, 2008","Fayetteville, North Carolina, USA",http://www.ufcstats.com/event-details/30cd319d39ee689b
UFC 91: Couture vs Lesnar,"November 15, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a2b06ca02bca14c0
UFC 90: Silva vs Cote,"October 25, 2008","Rosemont, Illinois, USA",http://www.ufcstats.com/event-details/c670aa48827d6be6
UFC 89: Bisping vs Leben,"October 18, 2008","Birmingham, England, United Kingdom",http://www.ufcstats.com/event-details/312f47c3d2f83ffa
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",http://www.ufcstats.com/event-details/279093302a6f44b3
UFC 88: Breakthrough,"September 06, 2008","Atlanta, Georgia, USA",http://www.ufcstats.com/event-details/0db70ca89e1c7374
UFC 87: Seek And Destroy,"August 09, 2008","Minneapolis, Minnesota, USA",http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
UFC: Silva vs Irvin,"July 19, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/46f11d15c0134fe3
UFC 86: Jackson vs Griffin,"July 05, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/bf12aca029bfcc47
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"June 21, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2299605af59fd309
UFC 85: Bedlam,"June 07, 2008","London, England, United Kingdom",http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
UFC 84: Ill Will,"May 24, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2549d63da9c456cb
UFC 83: Serra vs St-Pierre 2,"April 19, 2008","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/ad047e3073a775f3
UFC Fight Night: Florian vs Lauzon,"April 02, 2008","Broomfield, Colorado, USA",http://www.ufcstats.com/event-details/b9e871af730f826c
UFC 82: Pride of a Champion,"March 01, 2008","Columbus, Ohio, USA",http://www.ufcstats.com/event-details/598a58db87b890ee
UFC 81: Breaking Point,"February 02, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/597db668b01c442c
UFC Fight Night: Swick vs Burkman,"January 23, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/33e33d51f289d2a1
UFC 80: Rapid Fire,"January 19, 2008","Newcastle, England, United Kingdom",http://www.ufcstats.com/event-details/a24e080000fa7a35
UFC 79: Nemesis,"December 29, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/7269329bd87eb479
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/df85d6ec3493d120
UFC 78: Validation,"November 17, 2007","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/1d147d4163a6989b
UFC 77: Hostile Territory,"October 20, 2007","Cincinnati, Ohio, USA",http://www.ufcstats.com/event-details/91181b29be041f1c
UFC 76: Knockout,"September 22, 2007","Anaheim, California, USA",http://www.ufcstats.com/event-details/bad28b7b34f334de
UFC Fight Night: Thomas vs Florian,"September 19, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/f341f9551ba744e2
UFC 75: Champion vs Champion,"September 08, 2007","London, England, United Kingdom",http://www.ufcstats.com/event-details/0aa92558424ced9e
UFC 74: Respect,"August 25, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
UFC 73: Stacked,"July 07, 2007","Sacramento, California, USA",http://www.ufcstats.com/event-details/2a6f8136da1e52c0
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/e7ec11096eac0282
UFC 72: Victory,"June 16, 2007","Belfast, Northern Ireland, United Kingdom",http://www.ufcstats.com/event-details/5ca158b1cc9cb242
UFC Fight Night: Stout vs Fisher,"June 12, 2007","Hollywood, Florida, USA",http://www.ufcstats.com/event-details/304fcd812f12c589
UFC 71: Liddell vs Jackson,"May 26, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2e04a3b4a2011b97
UFC 70: Nations Collide,"April 21, 2007","Manchester, England, United Kingdom",http://www.ufcstats.com/event-details/4604ab1de9058474
UFC 69: Shootout,"April 07, 2007","Houston, Texas, USA",http://www.ufcstats.com/event-details/c1684f00c626f4c0
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a6c2f5381d575920
UFC 68: The Uprising,"March 03, 2007","Columbus, Ohio, USA",http://www.ufcstats.com/event-details/de3ed2e152520c8d
UFC 67: All or Nothing,"February 03, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/63b65af1c5cb02cb
UFC Fight Night: Evans vs Salmon,"January 25, 2007","Hollywood, Florida, USA",http://www.ufcstats.com/event-details/13c4313ed0f744f3
UFC 66: Liddell vs Ortiz 2,"December 30, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/ee5df903f80c6816
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006","San Diego, California, USA",http://www.ufcstats.com/event-details/21b8a0f5c231096f
UFC 65: Bad Intentions,"November 18, 2006","Sacramento, California, USA",http://www.ufcstats.com/event-details/3fed746acfd026dd
The Ultimate Fighter: The Comeback Finale,"November 11, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/baf942f4bcb09894
UFC 64: Unstoppable,"October 14, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/13b2f59210dda9cc
Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006","Hollywood, Florida, USA",http://www.ufcstats.com/event-details/577ec7e108b94be3
UFC 63: Hughes vs Penn,"September 23, 2006","Anaheim, California, USA",http://www.ufcstats.com/event-details/13e62d766b709aa6
UFC 62: Liddell vs Sobral,"August 26, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/f717b6002486f73f
UFC Fight Night 6,"August 17, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/46c8ec317aff28ac
UFC 61: Bitter Rivals,"July 08, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/f70144caea5c4c80
UFC Fight Night 5,"June 28, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/445a98acb8985970
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/1dab0d1d81dd06db
UFC 60: Hughes vs Gracie,"May 27, 2006","Los Angeles, California, USA",http://www.ufcstats.com/event-details/a54a35a670d8e852
UFC 59: Reality Check,"April 15, 2006","Anaheim, California, USA",http://www.ufcstats.com/event-details/03688dc3c3af3ac1
UFC Fight Night 4,"April 06, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/b361180739bed4b0
UFC 58: USA vs Canada,"March 04, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/0e9869d712e81f8f
UFC 57: Liddell vs Couture 3,"February 04, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/977081bc01197656
UFC Fight Night 3,"January 16, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2ee09ec2a0695eb9
UFC 56: Full Force,"November 19, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c7e9d15cfce52f1d
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"November 05, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/31ceaf0e670c1578
UFC 55: Fury,"October 07, 2005","Uncasville, Connecticut, USA",http://www.ufcstats.com/event-details/271fe91f4ba9d2c5
UFC Fight Night 2,"October 03, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/efaf544314bb5c2e
UFC 54: Boiling Point,"August 20, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/669a3cb6e394f515
UFC Fight Night 1,"August 06, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3f24c96753dbd9f9
UFC 53: Heavy Hitters,"June 04, 2005","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/d3711d3784b76255
UFC 52: Couture vs Liddell 2,"April 16, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c933d423ebdbbbdb
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
UFC 51: Super Saturday,"February 05, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/85d905f7c4f5a1af
UFC 50: The War Of '04,"October 22, 2004","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/ce783bf73b5131f9
UFC 49: Unfinished Business,"August 21, 2004","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/b4bc2e3353a770b5
UFC 48: Payback,"June 19, 2004","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/429e7d3725852ce9
UFC 47: It's On!,"April 02, 2004","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6
UFC 46: Supernatural,"January 31, 2004","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/94609dd91731d428
UFC 45: Revolution,"November 21, 2003","Uncasville, Connecticut, USA",http://www.ufcstats.com/event-details/e670f8cc2969a789
UFC 44: Undisputed,"September 26, 2003","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
UFC 43: Meltdown,"June 06, 2003","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/108afe61a26bcbf4
UFC 42: Sudden Impact,"April 25, 2003","Miami, Florida, USA",http://www.ufcstats.com/event-details/ae58685caf8e4a0d
UFC 41: Onslaught,"February 28, 2003","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/bba678d312590087
UFC 40: Vendetta,"November 22, 2002","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/e06fd1260ac865a7
UFC 39: The Warriors Return,"September 27, 2002","Uncasville, Connecticut, USA",http://www.ufcstats.com/event-details/0cf935519d439ba6
UFC 38: Brawl at the Hall,"July 13, 2002","London, England, United Kingdom",http://www.ufcstats.com/event-details/1dc56b59cb28425d
UFC 37.5: As Real As It Gets,"June 22, 2002","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/9ccdd2ce45903f34
UFC 37: High Impact,"May 10, 2002","Bossier City, Louisiana, USA",http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
UFC 36: Worlds Collide,"March 22, 2002","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/02fc8f50f56eb307
UFC 35: Throwdown,"January 11, 2002","Uncasville, Connecticut, USA",http://www.ufcstats.com/event-details/946f341df6472ee0
UFC 34: High Voltage,"November 02, 2001","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
UFC 33: Victory in Vegas,"September 28, 2001","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c75b99887c8c3f5a
UFC 32: Showdown in the Meadowlands,"June 29, 2001","East Rutherford, New Jersey, USA",http://www.ufcstats.com/event-details/7b9aa973e5c04624
UFC 31: Locked and Loaded,"May 04, 2001","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
UFC 30: Battle on the Boardwalk,"February 23, 2001","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/2b1587a3376ab743
UFC 29: Defense of the Belts,"December 16, 2000","Tokyo, Japan",http://www.ufcstats.com/event-details/08ae5cd9aef7ddd3
UFC 28: High Stakes,"November 17, 2000","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/da6dfd09cca1d705
UFC 27: Ultimate Bad Boyz,"September 22, 2000","New Orleans, Louisiana, USA",http://www.ufcstats.com/event-details/31652c9267606d54
UFC 26: Ultimate Field Of Dreams,"June 09, 2000","Cedar Rapids, Iowa, USA",http://www.ufcstats.com/event-details/cedfdf8d423d500c
UFC 25: Ultimate Japan 3,"April 14, 2000","Tokyo, Japan",http://www.ufcstats.com/event-details/d2b1c1317a39f6c6
UFC 24: First Defense,"March 10, 2000","Lake Charles, Louisiana, USA",http://www.ufcstats.com/event-details/20ec0061400178ca
UFC 23: Ultimate Japan 2,"November 19, 1999","Chiba, Japan",http://www.ufcstats.com/event-details/a8fa0c4e95512806
UFC 22: Only One Can be Champion,"September 24, 1999","Lake Charles, Louisiana, USA",http://www.ufcstats.com/event-details/afaad7d6a581e307
UFC 21: Return of the Champions,"July 16, 1999","Cedar Rapids, Iowa, USA",http://www.ufcstats.com/event-details/1a1a4d7a29041d77
UFC 20: Battle for the Gold,"May 07, 1999","Birmingham, Alabama, USA",http://www.ufcstats.com/event-details/a7b48e18ca27795d
UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",http://www.ufcstats.com/event-details/a220be6d41d6f97d
UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",http://www.ufcstats.com/event-details/c9bbf1a0285a8076
UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",http://www.ufcstats.com/event-details/32a3025d5db456ae
UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",http://www.ufcstats.com/event-details/4a01dc8376736ef5
UFC 16: Battle in the Bayou,"March 13, 1998","New Orleans, Louisiana, USA",http://www.ufcstats.com/event-details/749685d24e2cac50
UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",http://www.ufcstats.com/event-details/29f935654825331b
UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",http://www.ufcstats.com/event-details/07a18ae55dfc3cd9
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",http://www.ufcstats.com/event-details/dc950d59dc590aca
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",http://www.ufcstats.com/event-details/5bd533d50c8e7b8a
UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",http://www.ufcstats.com/event-details/96eff1a628adcc7f
UFC - Ultimate Ultimate '96,"December 07, 1996","Birmingham, Alabama, USA",http://www.ufcstats.com/event-details/9b5b5a75523728f3
UFC 11: The Proving Ground,"September 20, 1996","Augusta, Georgia, USA",http://www.ufcstats.com/event-details/6ceff86fae4f6b3b
UFC 10: The Tournament,"July 12, 1996","Birmingham, Alabama, USA",http://www.ufcstats.com/event-details/aee8eecfc4bfb1e7
UFC 9: Motor City Madness,"May 17, 1996","Detroit, Michigan, USA",http://www.ufcstats.com/event-details/a390eb8a9b2df298
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",http://www.ufcstats.com/event-details/b63e800c18e011b5
UFC - Ultimate Ultimate '95,"December 16, 1995","Denver, Colorado, USA",http://www.ufcstats.com/event-details/31bbd46d57dfbcb7
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",http://www.ufcstats.com/event-details/5af480a3b2e1726b
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",http://www.ufcstats.com/event-details/1c3f5e85b59ec710
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",http://www.ufcstats.com/event-details/dedc3bb440d09554
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",http://www.ufcstats.com/event-details/b60391da771deefe
UFC 3: The American Dream,"September 09, 1994","Charlotte, North Carolina, USA",http://www.ufcstats.com/event-details/1a49e0670dfaca31
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",http://www.ufcstats.com/event-details/a6a9ab5a824e8f66
